State,District,Year,Arhar/Tur,Unnamed: 4,Unnamed: 5,Bajra,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Cotton(lint),Unnamed: 13,Unnamed: 14,Gram,Unnamed: 16,Unnamed: 17,Groundnut,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Jowar,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Linseed,Unnamed: 34,Unnamed: 35,Maize,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Moong(Green Gram),Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Niger seed,Unnamed: 52,Unnamed: 53,Other Rabi pulses,Unnamed: 55,Unnamed: 56,Other Cereals,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Other Kharif pulses,Unnamed: 67,Unnamed: 68,other oilseeds,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Other Summer Pulses,Unnamed: 79,Unnamed: 80,Ragi,Unnamed: 82,Unnamed: 83,Rapeseed &Mustard,Unnamed: 85,Unnamed: 86,Rice,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Sesamum,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Soyabean,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Sugarcane,Unnamed: 109,Unnamed: 110,Sunflower,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Urad,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Wheat,Unnamed: 127,Unnamed: 128,Safflower,Unnamed: 130,Unnamed: 131,Tobacco,Unnamed: 133,Unnamed: 134
1. Maharashtra,28. Sangli,2020 - 2021,10588.18,6293.07,0.59,60022.97,59992.64,1,4672.07,4251.58,0.91,160,80,0.5,25469,30007.41,1.18,35813.72,50978.31,1.42,843.62,1247.81,1.48,49805.76,68291.96,1.37,137125,115944.04,0.85,2,1.66,0.83,15,9,0.6,43823.02,105736.19,2.41,20922.17,67975.98,3.25,2128.11,6463.07,3.04,9486.16,7641.81,0.81,3.66,0.67,0.18,10,1.71,0.17,126,78.62,0.62,2,0.76,0.38,38,4.6,0.12,9.8,9.77,1,8895,5372.58,0.6,13,3.22,0.25,4,43.37,0,122.2,61.83,0.51,62.78,30.1,0.48,128,223.65,1.75,4,137,0,15512.15,43546.04,2.81,10.5,37.5,3.57,2,0.59,0.3,3.65,1.87,0.51,42,3,0,41781.57,98117.81,2.35,163.05,244.58,1.5,111945,12394752.83,110.72,274,187.01,0.68,135,52.69,0.39,27,7.92,0.29,17259.23,12932.89,0.75,0.9,0.49,0.54,24667.07,55117.89,2.23,151.33,13.62,0.09,848,2236,2.64
1. Maharashtra,28. Sangli,2021 - 2022,11929.24,7360.34,0.62,60096.44,66247.39,1.1,4672.07,4251.58,0.91,160,80,0.5,24671.68,28409.93,1.15,36526.27,41366.01,1.13,836.05,1089.81,1.3,39563,46628.95,1.18,137369.44,140420.42,1.02,2,1.66,0.83,15,9,0.6,46193.33,116818.31,2.53,19903.08,86705.78,4.36,2463.83,5174.04,2.1,8355.64,5081.9,0.61,3.66,0.67,0.18,10,1.71,0.17,136,71.54,0.53,2012,372.22,0.19,212,26.5,0.13,9.8,9.77,1,8251,3019.87,0.37,84,19,0.23,8,1,0.13,122.2,61.83,0.51,62.78,30.1,0.48,135.53,244.98,1.81,4,137,0,14931,36999.81,2.48,10.5,37.5,3.57,2,0.38,0.19,3.65,1.87,0.51,42,3,0,51917.63,87595.43,1.69,1315.25,1972.88,1.5,92715,9867440.05,106.43,278.41,159.61,0.57,26,34.29,1.32,27,35.83,1.33,16299.38,13109.59,0.8,0.9,0.49,0.54,20235.26,43759.96,2.16,49,11.7,0.24,848,2236,2.64
1. Maharashtra,28. Sangli,2022 - 2023,9941,7009,0.71,44597,50007,1.12,4672.07,4251.58,0.91,125,278.79,2.23,24875.12,26370.12,1.06,29913.75,36593.49,1.22,585,677,1.16,20010.69,12872.88,0.64,124431.22,122740.2,0.99,2,1.66,0.83,15,9,0.6,44393,127546,2.87,23699.42,74233.69,3.13,1231.92,3471.55,2.82,5674.1,3214.95,0.57,3.66,0.67,0.18,10,1.71,0.17,685,359.63,0.53,2604,527.83,0.2,3,0.84,0.28,9.8,9.77,1,6047,2079,0.34,21,4.4,0.21,9,1.58,0.18,122.2,61.83,0.51,62.78,30.1,0.48,136,284,2.09,4,137,0,14704.8,38937.54,2.65,10.5,37.5,3.57,3,1.02,0.34,3.65,1.87,0.51,42,3,0,44271,66579,1.5,24,35.88,1.5,137585,14226289,103.4,1096,629,0.57,22,25.74,1.17,27,35.83,1.33,18027.34,10920.96,0.61,0.9,0.49,0.54,20124.21,45490.78,2.26,49,11.7,0.24,848,2236,2.64
1. Maharashtra,29. Satara,2019 - 2020,1903,1588,0.83,57299,29615,0.52,4672.07,4251.58,0.91,14,26,1.86,28312,27602,0.97,33491,30607,0.91,2418,4877,2.02,26269,18280,0.7,156560,124992,0.8,2,1.66,0.83,15,9,0.6,22139,31069,1.4,11535,39293,3.41,2126,3932,1.85,11726,4250,0.36,3.66,0.67,0.18,1384,512,0.37,686,368,0.54,278,125,0.45,263,87,0.33,9.8,9.77,1,41511,25446,0.61,3,1,0.33,64,11,0.17,122.2,61.83,0.51,62.78,30.1,0.48,5361,5725,1.07,64,11,0.17,49635,71367,1.44,10.5,37.5,3.57,24,5,0.21,3.65,1.87,0.51,42,3,0,70605,101747,1.44,24,35.88,1.5,84010,8977829,106.87,138,66,0.48,17,8,0.47,27,35.83,1.33,3479,1260,0.36,0.9,0.49,0.54,37755,74506,1.97,60,28,0.47,848,2236,2.64
1. Maharashtra,29. Satara,2020 - 2021,1153,392.14,0.34,64829,57498.38,0.89,4672.07,4251.58,0.91,9,5,0.56,29564.61,28111.31,0.95,33116,58530.6,1.77,2779.89,5867.81,2.11,19760,32207.91,1.63,132301.63,134538.15,1.02,2,1.66,0.83,15,9,0.6,17081,44277.37,2.59,13906.69,48182.54,3.46,2454.5,5154.45,2.1,10283.32,7120.51,0.69,3.66,0.67,0.18,1316.33,559.31,0.42,894,402.3,0.45,282,121.26,0.43,298,126.65,0.43,9.8,9.77,1,40151,44728.21,1.11,120,30,0.25,36,8.1,0.23,122.2,61.83,0.51,62.78,30.1,0.48,4740,6250.29,1.32,64,11,0.17,46954,108948.5,2.32,10.5,37.5,3.57,38,11.27,0.3,3.65,1.87,0.51,42,3,0,74250.34,167956.63,2.26,24,35.88,1.5,94933,10467495.7,110.26,68.07,46.46,0.68,12,4.68,0.39,27,35.83,1.33,4207.95,2860.97,0.68,0.9,0.49,0.54,35435.63,76780.86,2.17,12.29,13.8,1.12,848,2236,2.64
1. Maharashtra,29. Satara,2021 - 2022,1223,409.46,0.33,50559,47375.23,0.94,4672.07,4251.58,0.91,162,243,1.5,34108.66,39339.91,1.15,36418,60723.37,1.67,2957.43,5371.37,1.82,16553,22248.89,1.34,111364.77,134409.48,1.21,2,1.66,0.83,15,9,0.6,18850,62593.31,3.32,24256.11,104296.42,4.3,2691.19,8208.13,3.05,15698.24,8828.69,0.56,3.66,0.67,0.18,552,94.45,0.17,2905,1379.88,0.48,387,193.5,0.5,123,56.58,0.46,9.8,9.77,1,40426,56596.4,1.4,85,26,0.31,650,156,0.24,122.2,61.83,0.51,62.78,30.1,0.48,5158,6206.11,1.2,64,11,0.17,45099.32,88918.68,1.97,10.5,37.5,3.57,35,6.68,0.19,3.65,1.87,0.51,42,3,0,74839,177450.75,2.37,1637,2864.75,1.75,116626,13126135.11,112.55,129.41,74.19,0.57,34,44.84,1.32,27,35.83,1.33,4197.43,3248.39,0.77,0.9,0.49,0.54,37957.18,92410.17,2.43,12.29,13.8,1.12,848,2236,2.64
1. Maharashtra,29. Satara,2022 - 2023,1122,978,0.87,45453,30513,0.67,981,392.4,0.4,503.36,1088.81,2.16,33916.31,32479.95,0.96,31133.35,46762.29,1.5,2957,5048,1.71,12638.8,18153.11,1.44,112894.96,115350.43,1.02,2,1.66,0.83,15,9,0.6,21437,51690,2.41,20153.01,34667.21,1.72,1076.48,2260.61,2.1,11966.96,12328.36,1.03,3.66,0.67,0.18,582,265.4,0.46,2564,1243.54,0.49,298,149,0.5,168,79.8,0.48,9.8,9.77,1,44573,57945,1.3,51,25.5,0.5,91,22.75,0.25,122.2,61.83,0.51,21,12.36,0.59,4916,5565,1.13,64,11,0.17,47710.76,93200.74,1.95,10.5,37.5,3.57,35,6.68,0.19,3.65,1.87,0.51,42,3,0,85795,184186,2.15,80,117.6,1.47,116625,12747112.5,109.3,76,44,0.58,55,64.36,1.17,61,52,0.85,3929.55,4282.03,1.09,0.9,0.49,0.54,44542.46,104153.63,2.34,25,3.01,0.12,848,2236,2.64
1. Maharashtra,30. Sindhudurg,2019 - 2020,1122,978,0.87,45453,30513,0.67,981,392.4,0.4,503.36,1088.81,2.16,33916.31,32479.95,0.96,489,485,0.99,853,1915,2.25,12638.8,18153.11,1.44,112894.96,115350.43,1.02,2,1.66,0.83,15,9,0.6,21437,51690,2.41,286,907,3.17,1076.48,2260.61,2.1,11966.96,12328.36,1.03,3.66,0.67,0.18,582,265.4,0.46,4835,3249,0.67,63,32,0.51,190,180,0.95,9.8,9.77,1,353,159,0.45,51,25.5,0.5,54,31,0.57,122.2,61.83,0.51,21,12.36,0.59,1315,2683,2.04,54,31,0.57,62500,156240,2.5,1551,3856,2.49,35,6.68,0.19,36,14,0.39,42,3,0,85795,184186,2.15,80,117.6,1.47,116625,12747112.5,109.3,76,44,0.58,55,64.36,1.17,61,52,0.85,10,5,0.5,0.9,0.49,0.54,44542.46,104153.63,2.34,25,3.01,0.12,848,2236,2.64
1. Maharashtra,30. Sindhudurg,2020 - 2021,2,1.32,0.66,45453,30513,0.67,981,392.4,0.4,503.36,1088.81,2.16,33916.31,32479.95,0.96,541.45,507.18,0.94,843,2150.09,2.55,12638.8,18153.11,1.44,112894.96,115350.43,1.02,2,1.66,0.83,15,9,0.6,21437,51690,2.41,339,930.9,2.75,1076.48,2260.61,2.1,68,24.72,0.36,3.66,0.67,0.18,582,265.4,0.46,4840,3252.48,0.67,81,40.97,0.51,199,188.85,0.95,9.8,9.77,1,452,203.85,0.45,51,25.5,0.5,54,31,0.57,52,31.55,0.61,21,12.36,0.59,1306.32,2329.1,1.78,54,31,0.57,62063.18,173928.68,2.8,1551,4064.82,2.62,35,6.68,0.19,36,14,0.39,31,6.39,0.21,85795,184186,2.15,80,117.6,1.47,116625,12747112.5,109.3,76,44,0.58,55,64.36,1.17,61,52,0.85,51,17.27,0.34,0.9,0.49,0.54,44542.46,104153.63,2.34,25,3.01,0.12,848,2236,2.64
1. Maharashtra,30. Sindhudurg,2021 - 2022,2,1.2,0.6,45453,30513,0.67,981,392.4,0.4,503.36,1088.81,2.16,33916.31,32479.95,0.96,541.45,472.58,0.87,863,2042.55,2.37,12638.8,18153.11,1.44,112894.96,115350.43,1.02,2,1.66,0.83,15,9,0.6,21437,51690,2.41,383,943.56,2.46,1076.48,2260.61,2.1,74,47.01,0.64,3.66,0.67,0.18,582,265.4,0.46,5081,3455.08,0.68,47,23.77,0.51,221,212.16,0.96,58,52.2,0.9,416,187.62,0.45,51,25.5,0.5,7,4.34,0.62,94,18.8,0.2,21,12.36,0.59,1284.32,2484.78,1.93,54,31,0.57,62063.18,160649.95,2.59,1551,4136.81,2.67,35,6.68,0.19,36,14,0.39,39,5.85,0.15,85795,184186,2.15,80,117.6,1.47,116625,12747112.5,109.3,76,44,0.58,55,64.36,1.17,61,52,0.85,10,5.36,0.54,0.9,0.49,0.54,44542.46,104153.63,2.34,25,3.01,0.12,848,2236,2.64
1. Maharashtra,30. Sindhudurg,2022 - 2023,2,1.2,0.6,45453,30513,0.67,981,392.4,0.4,503.36,1088.81,2.16,33916.31,32479.95,0.96,541.44,496.99,0.92,2158,4946,2.29,12638.8,18153.11,1.44,112894.96,115350.43,1.02,2,1.66,0.83,15,9,0.6,21437,51690,2.41,404,1110.43,2.75,163,379.51,2.33,74,47.01,0.64,3.66,0.67,0.18,582,265.4,0.46,5675,3562.77,0.63,39,19.73,0.51,844,779.65,0.92,199,179.1,0.9,358,236,0.66,51,25.5,0.5,1066,633.56,0.59,131,79.48,0.61,21,12.36,0.59,1284,2350,1.83,54,31,0.57,62063.18,166240,2.68,1551,6134.22,3.96,35,6.68,0.19,36,14,0.39,74,15,0.2,85795,184186,2.15,80,117.6,1.47,1236,99127.2,80.2,76,44,0.58,55,64.36,1.17,61,52,0.85,10,5.4,0.54,0.9,0.49,0.54,44542.46,104153.63,2.34,25,3.01,0.12,848,2236,2.64
1. Maharashtra,31. Solapur,2019 - 2020,51532,29432,0.57,49811,11528,0.23,981,392.4,0.4,521,240,0.46,66926,54322,0.81,2436,1097,0.45,4006,5929,1.48,3648,929,0.25,462614,315047,0.68,2,1.66,0.83,183,53,0.29,27134,33290,1.23,46347,107961,2.33,4456,11586,2.6,15668,5447,0.35,3.66,0.67,0.18,122,13,0.11,439,133,0.3,259,75,0.29,206,39,0.19,60,106,1.77,1470,356,0.24,163,41,0.25,393,71,0.18,90,57,0.63,2,2,1,185,155,0.84,393,71,0.18,1189,187,0.16,1551,6134.22,3.96,81,7,0.09,369,129,0.35,74,15,0.2,34910,22193,0.64,80,117.6,1.47,97086,8886198,91.53,2062,732,0.35,498,273,0.55,52,29,0.56,35191,12738,0.36,0.9,0.49,0.54,82383,93009,1.13,1062,531,0.5,848,2236,2.64
1. Maharashtra,31. Solapur,2020 - 2021,55028.24,33980.26,0.62,55313.76,27225.22,0.49,981,392.4,0.4,400,900,2.25,67433.02,56586.4,0.84,2594.09,2229.99,0.86,4970.36,7512.41,1.51,3112.67,1921.76,0.62,470931.63,374566.11,0.8,2,1.66,0.83,216.2,129.72,0.6,34083.28,77099.78,2.26,47272.41,74627.11,1.58,5273.29,7414.25,1.41,17083.29,9943.34,0.58,3.66,0.67,0.18,157.7,67.01,0.42,270,147.69,0.55,886,256.94,0.29,374,71.56,0.19,164,177.71,1.08,2279,1198.75,0.53,157,39.41,0.25,297,53.92,0.18,90,57,0.63,219,124.28,0.57,4,3.15,0.79,393,71,0.18,1486.58,2802.66,1.89,1551,6134.22,3.96,109.48,32.48,0.3,193.67,67.6,0.35,14,2.88,0.21,39088.7,48707.78,1.25,80,117.6,1.47,215000,22608354.26,105.16,2265.5,1360.42,0.6,693.87,270.82,0.39,59.1,17.33,0.29,36963.81,24081.42,0.65,0.9,0.49,0.54,86028.52,121511.19,1.41,1195.51,621.67,0.52,848,2236,2.64
1. Maharashtra,31. Solapur,2021 - 2022,60637.32,31379.81,0.52,57132.06,23218.19,0.41,6,5.46,0.91,300,400,1.33,76792.41,61579.83,0.8,2849.52,1815.14,0.64,5433.09,7118.26,1.31,1199.19,1353.97,1.13,458397.74,374300.09,0.82,2,1.66,0.83,191.39,180.39,0.94,38307.18,88623.66,2.31,56247.79,125275.08,2.23,6237.04,8769.28,1.41,18548.52,9528.38,0.51,8,1.47,0.18,28,4.79,0.17,12,2.78,0.23,1,0.27,0.27,374,71.56,0.19,164,177.71,1.08,240,56.4,0.24,19,6,0.32,205.8,30.46,0.15,90,57,0.63,219,124.28,0.57,4,4.73,1.18,393,71,0.18,52,20,0.38,7,21.79,3.11,88.77,16.95,0.19,197.27,140.95,0.71,0.8,0.15,0.19,50475.36,59061.22,1.17,1017.9,1526.85,1.5,254125,26087769.41,102.66,2333.82,1311.61,0.56,479.37,632.19,1.32,57.28,44.28,0.77,39998.47,23479.1,0.59,2,1.08,0.54,88879.6,126400.12,1.42,1043.59,731.24,0.7,848,2236,2.64
1. Maharashtra,31. Solapur,2022 - 2023,62818,33495,0.53,49448,20712,0.42,64,58.24,0.91,413.96,667.8,1.61,93995.97,66470.19,0.71,3142.02,1228.84,0.39,4346,6010,1.38,313.64,156.14,0.5,251430.71,195660.86,0.78,2,1.66,0.83,24.94,9.41,0.38,45110,101398,2.25,64532.28,159717.39,2.48,9667.41,15537.46,1.61,10500.98,4480.77,0.43,9,1.66,0.18,8.32,3.79,0.46,33,12.21,0.37,1,0.27,0.27,374,71.56,0.19,164,177.71,1.08,316,92,0.29,19,6,0.32,375,79.36,0.21,90,57,0.63,1,0.76,0.76,4,4.73,1.18,393,71,0.18,52,20,0.38,8.75,34.61,3.95,132.16,45.11,0.34,197.27,140.95,0.71,1,0.2,0.2,86495,80432,0.93,342.5,513.75,1.5,230050,20058059.5,87.19,2237,1044,0.47,466.08,565.36,1.21,67,57,0.85,43099.32,20541.14,0.48,21,11.32,0.54,84845.01,132188.53,1.56,1224.27,792.96,0.65,848,2236,2.64
1. Maharashtra,32. Thane,2019 - 2020,62818,33495,0.53,49448,20712,0.42,64,58.24,0.91,413.96,667.8,1.61,1276,894,0.7,3142.02,1228.84,0.39,7,13,1.86,313.64,156.14,0.5,251430.71,195660.86,0.78,2,1.66,0.83,24.94,9.41,0.38,45110,101398,2.25,64532.28,159717.39,2.48,9667.41,15537.46,1.61,10500.98,4480.77,0.43,9,1.66,0.18,8.32,3.79,0.46,3333,2443,0.73,478,249,0.52,374,71.56,0.19,164,177.71,1.08,6,3,0.5,19,6,0.32,7,3,0.43,90,57,0.63,1,0.76,0.76,2118,1522,0.72,7,3,0.43,55235,118495,2.15,38,118,3.11,132.16,45.11,0.34,197.27,140.95,0.71,1,0.2,0.2,86495,80432,0.93,342.5,513.75,1.5,230050,20058059.5,87.19,2237,1044,0.47,466.08,565.36,1.21,67,57,0.85,575,477,0.83,21,11.32,0.54,84845.01,132188.53,1.56,1224.27,792.96,0.65,848,2236,2.64
1. Maharashtra,32. Thane,2020 - 2021,744.4,492.79,0.66,49448,20712,0.42,64,58.24,0.91,413.96,667.8,1.61,2011.72,1844.05,0.92,19.96,18.7,0.94,10,27.04,2.7,313.64,156.14,0.5,251430.71,195660.86,0.78,2,1.66,0.83,24.94,9.41,0.38,45110,101398,2.25,64532.28,159717.39,2.48,9667.41,15537.46,1.61,68.54,24.92,0.36,9,1.66,0.18,96,10.79,0.11,26.52,19.44,0.73,818.18,425.45,0.52,374,71.56,0.19,164,177.71,1.08,16.37,8.35,0.51,19,6,0.32,7,3,0.43,90,57,0.63,1,0.76,0.76,2126.3,1847.43,0.87,7,3,0.43,54826.65,106385.8,1.94,38,87.17,2.29,132.16,45.11,0.34,197.27,140.95,0.71,1,0.2,0.2,86495,80432,0.93,342.5,513.75,1.5,230050,20058059.5,87.19,2237,1044,0.47,466.08,565.36,1.21,67,57,0.85,585.8,270.17,0.46,21,11.32,0.54,84845.01,132188.53,1.56,1224.27,792.96,0.65,848,2236,2.64
1. Maharashtra,32. Thane,2021 - 2022,1244.09,748.32,0.6,49448,20712,0.42,64,58.24,0.91,413.96,667.8,1.61,3148.2,2892.25,0.92,19.96,18.7,0.94,21,82.7,3.94,313.64,156.14,0.5,251430.71,195660.86,0.78,2,1.66,0.83,24.94,9.41,0.38,45110,101398,2.25,101.8,250.79,2.46,15,30.01,2,68.54,43.54,0.64,9,1.66,0.18,81,13.86,0.17,2924.38,1947.64,0.67,1324.5,780.13,0.59,374,71.56,0.19,164,177.71,1.08,14.13,8.17,0.58,1,0.1,0.1,7,3,0.43,90,57,0.63,1,0.76,0.76,2302.3,2335.22,1.01,7,3,0.43,54907.01,129080.02,2.35,38,171.39,4.51,30.7,5.86,0.19,85.1,60.8,0.71,1,0.2,0.2,86495,80432,0.93,342.5,513.75,1.5,230050,20058059.5,87.19,2237,1044,0.47,466.08,565.36,1.21,67,57,0.85,585.8,451.3,0.77,21,11.32,0.54,84845.01,132188.53,1.56,1224.27,792.96,0.65,848,2236,2.64
1. Maharashtra,32. Thane,2022 - 2023,1256,806,0.64,49448,20712,0.42,64,58.24,0.91,413.96,667.8,1.61,3356.96,2907.23,0.87,19.96,18.7,0.94,21,49,2.33,313.64,156.14,0.5,27.5,18.4,0.67,2,1.66,0.83,24.94,9.41,0.38,45110,101398,2.25,103.85,285.44,2.75,75,174.62,2.33,68.54,43.54,0.64,9,1.66,0.18,81,36.94,0.46,2965.38,2520.57,0.85,1802.4,1441.92,0.8,374,71.56,0.19,164,177.71,1.08,53,40,0.75,1,0.1,0.1,30.08,14.08,0.47,90,57,0.63,1,0.76,0.76,2302,2364,1.03,7,3,0.43,54889.22,146850,2.68,54.72,131.83,2.41,30.7,5.86,0.19,60.3,20.2,0.34,1,0.2,0.2,86495,80432,0.93,342.5,513.75,1.5,11,882.2,80.2,2237,1044,0.47,466.08,565.36,1.21,67,57,0.85,577.08,594.74,1.03,21,11.32,0.54,84845.01,132188.53,1.56,1224.27,792.96,0.65,848,2236,2.64
1. Maharashtra,33. Wardha,2019 - 2020,74538,100804,1.35,49448,20712,0.42,64,58.24,0.91,250759,689607,2.75,41741,42329,1.01,305,172,0.56,1031,2578,2.5,747,167,0.22,4598,2592,0.56,2,1.66,0.83,24.94,9.41,0.38,13,21,1.62,449,472,1.05,75,174.62,2.33,18,7,0.39,9,1.66,0.18,81,36.94,0.46,2965.38,2520.57,0.85,6,2,0.33,374,71.56,0.19,164,177.71,1.08,53,40,0.75,51,15,0.29,30.08,14.08,0.47,90,57,0.63,1,0.76,0.76,2302,2364,1.03,7,3,0.43,54889.22,146850,2.68,54.72,131.83,2.41,22,4,0.18,60.3,20.2,0.34,1,0.2,0.2,113028,147410,1.3,342.5,513.75,1.5,2660,171916,64.63,2237,1044,0.47,466.08,565.36,1.21,67,57,0.85,18,2,0.11,21,11.32,0.54,13979,19322,1.38,1224.27,792.96,0.65,848,2236,2.64
1. Maharashtra,33. Wardha,2020 - 2021,71632.5,132842.79,1.85,49448,20712,0.42,64,58.24,0.91,243500,594900,2.44,47736.67,80663.59,1.69,316.91,324.33,1.02,1284.76,2069.21,1.61,739.66,159.39,0.22,4358.41,2657.86,0.61,2,1.66,0.83,24.94,9.41,0.38,6.3,21.52,3.42,177.7,229.22,1.29,33,42.98,1.3,15.88,5.39,0.34,9,1.66,0.18,81,36.94,0.46,2965.38,2520.57,0.85,6,2,0.33,374,71.56,0.19,164,177.71,1.08,53,40,0.75,51,15,0.29,30.08,14.08,0.47,924.8,819.07,0.89,391.5,123.4,0.32,2302,2364,1.03,7,3,0.43,54889.22,146850,2.68,54.72,131.83,2.41,22,4.36,0.2,60.3,20.2,0.34,365.6,73.12,0.2,125726.64,68049.59,0.54,342.5,513.75,1.5,1407,96250,68.41,2237,1044,0.47,466.08,565.36,1.21,67,57,0.85,23.05,6.73,0.29,21,11.32,0.54,15888.04,34245.79,2.16,1224.27,792.96,0.65,848,2236,2.64
1. Maharashtra,33. Wardha,2021 - 2022,78312.92,109121.23,1.39,49448,20712,0.42,64,58.24,0.91,253100,752100,2.97,33089.84,50149.97,1.52,395.27,515.6,1.3,1284.76,2652.14,2.06,651.65,139.65,0.21,1068.4,928.78,0.87,1189.61,989.07,0.83,95.6,30.75,0.32,0.82,2.42,2.95,375.68,817.67,2.18,33,22.44,0.68,45.2,22.35,0.49,494.71,91.12,0.18,81,36.94,0.46,2965.38,2520.57,0.85,1499.42,524.8,0.35,374,71.56,0.19,164,177.71,1.08,53,40,0.75,51,15,0.29,96.6,50.79,0.53,924.8,819.07,0.89,391.5,123.4,0.32,2302,2364,1.03,7,3,0.43,54889.22,146850,2.68,54.72,131.83,2.41,17.12,2.34,0.14,60.3,20.2,0.34,279.3,53.53,0.19,122286.73,197872.16,1.62,753.1,451.86,0.6,532,33576.96,63.11,2237,1044,0.47,466.08,565.36,1.21,67,57,0.85,62.56,24.79,0.4,21,11.32,0.54,15808.8,36380,2.3,340,279.41,0.82,848,2236,2.64
1. Maharashtra,33. Wardha,2022 - 2023,76863,50153,0.65,49448,20712,0.42,64,58.24,0.91,254370.99,625617.97,2.46,85792.13,118150.35,1.38,444.97,226.8,0.51,1479,2678,1.81,306.78,11.22,0.04,1004.69,841.68,0.84,1189.61,989.07,0.83,83,27.21,0.33,1,2,2,375.68,817.67,2.18,37.81,25.49,0.67,1.52,0.58,0.38,138.55,25.52,0.18,81,36.94,0.46,2965.38,2520.57,0.85,1499.42,524.8,0.35,374,71.56,0.19,1700.15,320.58,0.19,202.4,113.67,0.56,51,15,0.29,13.6,9.52,0.7,1,0.2,0.2,391.5,123.4,0.32,2302,2364,1.03,7,3,0.43,54889.22,146850,2.68,54.72,131.83,2.41,17.12,2.34,0.14,60.3,20.2,0.34,311,61,0.2,138520,165005,1.19,483.8,290.28,0.6,1784,89200,50,2237,1044,0.47,466.08,565.36,1.21,67,57,0.85,16.7,7.7,0.46,21,11.32,0.54,16423.62,27082.55,1.65,29.8,26.1,0.88,848,2236,2.64
1. Maharashtra,34. Washim,2019 - 2020,62018,39030,0.63,361,82,0.23,64,58.24,0.91,21440,36081,1.68,60153,55415,0.92,14,9,0.64,6662,9284,1.39,6004,2141,0.36,402,318,0.79,1189.61,989.07,0.83,83,27.21,0.33,1027,1886,1.84,147,50,0.34,37.81,25.49,0.67,8368,3872,0.46,138.55,25.52,0.18,12,2,0.17,2965.38,2520.57,0.85,1639,1189,0.73,67,22,0.33,103,320.58,0,2807,1263,0.45,2359,1260,0.53,575,98,0.17,1,0.2,0.2,1097,280,0.26,2302,2364,1.03,575,98,0.17,54889.22,146850,2.68,54.72,131.83,2.41,377,139,0.37,60.3,20.2,0.34,63,13,0.21,296831,323720,1.09,483.8,290.28,0.6,99,4178,42.2,1,1044,0,466.08,565.36,1.21,10,22,2.2,12105,5708,0.47,21,11.32,0.54,34752,45630,1.31,95,44,0.46,848,2236,2.64
1. Maharashtra,34. Washim,2020 - 2021,62655.72,53497.59,0.85,164.48,77.65,0.47,64,58.24,0.91,21800,81800,3.75,66284.34,104518.56,1.58,7.78,7.08,0.91,7994.32,25445.05,3.18,5599.59,3215.42,0.57,345.47,382.73,1.11,1189.61,989.07,0.83,83,27.21,0.33,1146.8,3916.99,3.42,193.14,249.13,1.29,37.81,25.49,0.67,7532.77,5648.84,0.75,138.55,25.52,0.18,2,0.07,0.04,311.4,256.59,0.82,206,135.34,0.66,291,94.9,0.33,940.4,937.58,1,143,98.96,0.69,4967.53,2652.66,0.53,413.9,70.59,0.17,798.4,159.68,0.2,3883.4,1147.93,0.3,2302,2364,1.03,575,98,0.17,54889.22,146850,2.68,54.72,131.83,2.41,303.37,60.19,0.2,60.3,20.2,0.34,218.2,40.91,0.19,300024.48,525344.34,1.75,483.8,290.28,0.6,99,4178,42.2,1,1044,0,466.08,565.36,1.21,10,22,2.2,11140.67,9557.48,0.86,21,11.32,0.54,35972.26,87004.67,2.42,52.53,36.35,0.69,848,2236,2.64
